CustomerID,ProductID,QuantitySold,SalePrice,DateOfSale,Channel,ReturnStatus,Age,Gender,Region,Occupation,LoyaltyTier,Category,SubCategory,ManufacturingCost,SellingPrice,Discount,Stock,CampaignID,Medium,ConversionRate,CustomerReach
CUST0447,PROD062,2,621.93,2023-07-12,Online,Returned,18,Other,West,Doctor,Gold,Home,Kitchen,393.31,621.93,20,121,CAMP032,Social Media,0.05,1064
CUST0381,PROD034,2,188.89,2024-02-19,Offline,Returned,66,Male,North,Engineer,Bronze,Electronics,Laptops,141.09,188.89,20,123,CAMP001,TV,0.22,4310
CUST0779,PROD077,3,190.18,2024-06-18,Offline,Returned,44,Other,North,Salesperson,Bronze,Books,Non-Fiction,139.46,190.18,20,189,CAMP014,TV,0.23,3847
CUST0414,PROD010,1,418.52,2024-02-22,Offline,Returned,48,Male,North,Teacher,Bronze,Books,Non-Fiction,232.85,418.52,0,166,CAMP049,Email,0.24,8586
CUST0550,PROD023,3,174.72,2023-07-14,Offline,Returned,61,Male,West,Salesperson,Platinum,Clothing,Pants,99.29,174.72,0,14,CAMP033,Radio,0.13,6422
CUST0968,PROD027,3,702.71,2025-02-10,Offline,Returned,30,Other,South,Doctor,Platinum,Beauty,Haircare,387.66,702.71,10,164,CAMP045,Print,0.09,3248
CUST0808,PROD007,4,554.38,2023-08-09,Offline,Returned,34,Female,South,Doctor,Silver,Clothing,Jackets,392.07,554.38,0,110,CAMP019,TV,0.06,614
CUST0582,PROD066,2,158.94,2025-04-30,Online,Not Returned,20,Male,West,Doctor,Silver,Clothing,Jackets,128.09,158.94,10,191,CAMP025,Print,0.03,8674
CUST0284,PROD025,1,101.3,2023-11-18,Online,Returned,69,Female,North,Engineer,Silver,Books,Fiction,65.6,101.3,15,153,CAMP008,Radio,0.08,9694
CUST0250,PROD067,2,199.16,2024-11-13,Offline,Not Returned,60,Female,South,Artist,Gold,Books,Comics,143.42,199.16,5,30,CAMP031,TV,0.15,6584
CUST0501,PROD056,2,472.34,2024-09-24,Online,Not Returned,33,Male,North,Teacher,Gold,Beauty,Skincare,334.61,472.34,0,27,CAMP002,Radio,0.17,3223
CUST0396,PROD100,2,509.14,2024-10-17,Online,Not Returned,55,Other,West,Artist,Bronze,Books,Non-Fiction,409.31,509.14,5,110,CAMP023,Radio,0.09,4699
CUST0233,PROD076,4,11.77,2023-06-22,Online,Not Returned,59,Male,West,Teacher,Platinum,Books,Fiction,9.38,11.77,0,167,CAMP036,Email,0.16,7271
CUST0400,PROD020,1,451.18,2025-03-05,Online,Not Returned,21,Female,South,Engineer,Silver,Beauty,Skincare,270.78,451.18,20,88,CAMP045,Print,0.09,3248
CUST0389,PROD046,3,917.26,2023-11-14,Online,Returned,67,Female,West,Artist,Gold,Clothing,Jackets,489.42,917.26,10,188,CAMP020,TV,0.2,1925
CUST0270,PROD053,4,389.2,2024-06-11,Offline,Returned,21,Other,South,Doctor,Gold,Books,Fiction,272.76,389.2,15,60,CAMP021,Radio,0.12,1050
CUST0210,PROD071,3,579.47,2024-10-17,Offline,Returned,31,Male,East,Doctor,Gold,Electronics,Laptops,347.99,579.47,5,191,CAMP023,Radio,0.09,4699
CUST0920,PROD069,2,586.76,2024-05-04,Offline,Not Returned,67,Male,East,Artist,Silver,Electronics,Laptops,368.7,586.76,15,35,CAMP020,TV,0.2,1925
CUST0937,PROD090,2,704.66,2024-10-28,Online,Returned,32,Male,South,Lawyer,Gold,Clothing,Jackets,419.44,704.66,15,112,CAMP028,Email,0.14,2819
CUST0270,PROD014,3,420.72,2023-12-19,Offline,Not Returned,21,Other,South,Doctor,Gold,Clothing,Pants,309.02,420.72,15,86,CAMP019,TV,0.06,614
CUST0142,PROD058,4,23.23,2023-07-27,Online,Returned,50,Male,East,Lawyer,Bronze,Books,Comics,16.63,23.23,0,16,CAMP015,Email,0.09,919
CUST0728,PROD033,2,64.7,2023-07-29,Offline,Returned,50,Other,North,Doctor,Silver,Clothing,Jackets,46.34,64.7,10,11,CAMP044,Radio,0.12,8434
CUST0060,PROD026,2,67.9,2023-09-29,Online,Not Returned,32,Other,North,Artist,Bronze,Home,Furniture,44.75,67.9,20,143,CAMP036,Email,0.16,7271
CUST0462,PROD063,3,356.74,2023-12-11,Offline,Returned,51,Other,South,Teacher,Silver,Books,Comics,220.53,356.74,20,30,CAMP019,TV,0.06,614
CUST0006,PROD039,1,815.84,2025-05-06,Online,Not Returned,40,Female,South,Teacher,Platinum,Electronics,Cameras,442.56,815.84,10,140,CAMP039,Print,0.18,4569
CUST0682,PROD008,2,348.19,2024-11-05,Online,Not Returned,54,Male,North,Lawyer,Silver,Beauty,Skincare,269.6,348.19,15,61,CAMP016,Radio,0.11,9001
CUST0373,PROD074,2,663.94,2025-06-14,Offline,Not Returned,54,Other,South,Artist,Bronze,Beauty,Haircare,359.04,663.94,5,70,CAMP041,Social Media,0.07,1206
CUST0516,PROD058,3,23.23,2024-09-26,Offline,Not Returned,39,Male,West,Doctor,Bronze,Books,Comics,16.63,23.23,0,16,CAMP007,Print,0.2,1339
CUST0570,PROD064,2,875.84,2024-06-06,Offline,Not Returned,33,Male,East,Salesperson,Bronze,Beauty,Skincare,481.01,875.84,5,168,CAMP031,TV,0.15,6584
CUST0013,PROD015,1,138.05,2023-10-25,Offline,Not Returned,46,Other,North,Artist,Gold,Electronics,Cameras,109.31,138.05,15,48,CAMP043,Print,0.2,7690
CUST0900,PROD057,1,570.59,2024-03-04,Offline,Returned,62,Other,North,Doctor,Silver,Home,Kitchen,442.47,570.59,0,175,CAMP022,Print,0.16,2200
CUST0182,PROD092,2,974.53,2025-02-03,Online,Not Returned,40,Other,South,Artist,Bronze,Home,Kitchen,490.72,974.53,20,15,CAMP023,Radio,0.09,4699
CUST0853,PROD081,1,577.8,2023-10-03,Offline,Returned,31,Female,South,Lawyer,Platinum,Clothing,Pants,449.24,577.8,15,136,CAMP041,Social Media,0.07,1206
CUST0810,PROD012,1,16.62,2023-12-11,Offline,Returned,58,Other,West,Engineer,Platinum,Clothing,Pants,9.24,16.62,20,179,CAMP008,Radio,0.08,9694
CUST0162,PROD062,2,621.93,2024-06-24,Online,Returned,18,Other,West,Artist,Bronze,Home,Kitchen,393.31,621.93,20,121,CAMP044,Radio,0.12,8434
CUST0895,PROD024,1,426.37,2024-10-26,Online,Returned,56,Other,South,Engineer,Platinum,Beauty,Skincare,282.65,426.37,20,69,CAMP038,Social Media,0.25,7042
CUST0792,PROD068,2,388.11,2023-12-09,Online,Not Returned,63,Female,East,Teacher,Gold,Home,Decor,207.88,388.11,5,11,CAMP041,Social Media,0.07,1206
CUST0343,PROD046,1,917.26,2024-09-09,Online,Not Returned,20,Other,West,Artist,Silver,Clothing,Jackets,489.42,917.26,10,188,CAMP045,Print,0.09,3248
CUST0516,PROD099,1,434.26,2025-05-15,Online,Not Returned,39,Male,West,Doctor,Bronze,Clothing,Shirts,219.74,434.26,0,74,CAMP043,Print,0.2,7690
CUST0425,PROD052,1,239.93,2024-09-15,Offline,Not Returned,54,Female,North,Engineer,Platinum,Books,Fiction,182.28,239.93,0,24,CAMP037,Email,0.24,9416
CUST0824,PROD092,1,974.53,2024-02-25,Online,Returned,53,Male,East,Salesperson,Silver,Home,Kitchen,490.72,974.53,20,15,CAMP043,Print,0.2,7690
CUST0306,PROD012,3,16.62,2024-11-24,Online,Not Returned,38,Other,North,Artist,Silver,Clothing,Pants,9.24,16.62,20,179,CAMP044,Radio,0.12,8434
CUST0061,PROD074,2,663.94,2024-02-11,Online,Returned,65,Other,West,Doctor,Platinum,Beauty,Haircare,359.04,663.94,5,70,CAMP028,Email,0.14,2819
CUST0762,PROD080,4,432.62,2023-08-26,Offline,Not Returned,41,Other,South,Salesperson,Silver,Books,Comics,322.14,432.62,5,53,CAMP040,Email,0.11,1738
CUST0297,PROD032,3,291.99,2024-06-15,Offline,Returned,59,Female,South,Doctor,Gold,Home,Decor,191.05,291.99,10,189,CAMP039,Print,0.18,4569
CUST0594,PROD001,2,151.0,2024-01-03,Online,Not Returned,23,Male,East,Salesperson,Platinum,Beauty,Haircare,90.4,151.0,15,130,CAMP028,Email,0.14,2819
CUST0523,PROD053,3,389.2,2023-08-03,Offline,Returned,49,Male,East,Doctor,Platinum,Books,Fiction,272.76,389.2,15,60,CAMP011,Social Media,0.28,538
CUST0815,PROD046,3,917.26,2023-10-02,Online,Not Returned,48,Female,South,Lawyer,Platinum,Clothing,Jackets,489.42,917.26,10,188,CAMP019,TV,0.06,614
CUST0191,PROD098,3,197.25,2024-02-11,Online,Not Returned,42,Other,North,Teacher,Platinum,Books,Comics,115.99,197.25,0,59,CAMP008,Radio,0.08,9694
CUST0930,PROD097,4,469.33,2024-11-22,Offline,Returned,35,Female,South,Engineer,Platinum,Electronics,Cameras,236.26,469.33,0,120,CAMP042,Print,0.21,6266
CUST0181,PROD007,4,554.38,2025-04-22,Online,Returned,22,Female,East,Lawyer,Gold,Clothing,Jackets,392.07,554.38,0,110,CAMP034,Email,0.1,8195
CUST0976,PROD096,3,22.76,2023-07-13,Online,Not Returned,24,Other,North,Artist,Platinum,Home,Furniture,16.19,22.76,5,15,CAMP048,TV,0.13,6770
CUST0433,PROD025,2,101.3,2025-01-26,Offline,Returned,34,Other,West,Salesperson,Platinum,Books,Fiction,65.6,101.3,15,153,CAMP026,Radio,0.21,3744
CUST0064,PROD002,2,431.54,2024-04-11,Online,Returned,35,Male,South,Engineer,Gold,Beauty,Makeup,222.27,431.54,10,171,CAMP014,TV,0.23,3847
CUST0997,PROD073,3,650.33,2025-01-19,Online,Returned,56,Other,West,Engineer,Gold,Electronics,Laptops,346.79,650.33,15,188,CAMP017,TV,0.26,3221
CUST0332,PROD045,4,309.56,2024-06-16,Online,Not Returned,47,Other,South,Engineer,Gold,Electronics,Cameras,167.83,309.56,0,104,CAMP036,Email,0.16,7271
CUST0961,PROD004,2,510.3,2024-04-04,Offline,Not Returned,53,Other,West,Salesperson,Gold,Home,Furniture,316.46,510.3,15,134,CAMP033,Radio,0.13,6422
CUST0789,PROD041,3,351.46,2024-04-10,Online,Not Returned,44,Female,West,Doctor,Platinum,Books,Non-Fiction,195.31,351.46,20,183,CAMP035,Radio,0.09,5354
CUST0400,PROD017,4,748.75,2024-05-24,Offline,Returned,21,Female,South,Engineer,Silver,Home,Decor,433.57,748.75,5,115,CAMP050,Social Media,0.1,7198
CUST0362,PROD027,3,702.71,2024-01-21,Online,Not Returned,29,Other,West,Salesperson,Gold,Beauty,Haircare,387.66,702.71,10,164,CAMP015,Email,0.09,919
CUST0882,PROD068,3,388.11,2025-04-19,Offline,Not Returned,33,Female,West,Teacher,Platinum,Home,Decor,207.88,388.11,5,11,CAMP037,Email,0.24,9416
CUST0515,PROD084,4,192.46,2024-10-11,Offline,Returned,59,Male,South,Doctor,Gold,Clothing,Jackets,138.14,192.46,15,49,CAMP023,Radio,0.09,4699
CUST0105,PROD093,4,85.43,2025-06-05,Offline,Returned,31,Other,North,Doctor,Gold,Beauty,Skincare,69.22,85.43,15,162,CAMP044,Radio,0.12,8434
CUST0185,PROD058,4,23.23,2025-02-26,Offline,Returned,29,Male,South,Doctor,Platinum,Books,Comics,16.63,23.23,0,16,CAMP007,Print,0.2,1339
CUST0744,PROD007,2,554.38,2023-10-21,Offline,Not Returned,30,Other,South,Artist,Gold,Clothing,Jackets,392.07,554.38,0,110,CAMP003,Radio,0.18,5134
CUST0201,PROD082,2,319.75,2023-10-19,Offline,Not Returned,46,Male,West,Doctor,Bronze,Home,Furniture,186.9,319.75,10,44,CAMP037,Email,0.24,9416
CUST0125,PROD079,3,429.38,2023-12-14,Online,Not Returned,37,Male,West,Lawyer,Silver,Home,Furniture,255.82,429.38,5,54,CAMP019,TV,0.06,614
CUST0642,PROD055,3,407.11,2025-04-29,Offline,Not Returned,33,Female,North,Artist,Gold,Beauty,Skincare,324.95,407.11,15,94,CAMP035,Radio,0.09,5354
CUST0412,PROD038,2,10.99,2024-12-17,Offline,Returned,61,Other,South,Engineer,Bronze,Clothing,Shirts,8.08,10.99,0,14,CAMP016,Radio,0.11,9001
CUST0173,PROD022,4,45.65,2023-11-16,Offline,Not Returned,52,Other,North,Doctor,Bronze,Electronics,Phones,32.06,45.65,15,134,CAMP004,TV,0.03,5997
CUST0530,PROD072,4,458.6,2023-09-02,Online,Not Returned,65,Other,West,Doctor,Silver,Electronics,Phones,302.12,458.6,0,170,CAMP020,TV,0.2,1925
CUST0969,PROD046,4,917.26,2024-02-27,Offline,Not Returned,39,Female,North,Teacher,Bronze,Clothing,Jackets,489.42,917.26,10,188,CAMP011,Social Media,0.28,538
CUST0609,PROD036,4,497.78,2024-05-26,Offline,Not Returned,60,Female,East,Artist,Bronze,Clothing,Shirts,390.67,497.78,20,118,CAMP007,Print,0.2,1339
CUST0938,PROD047,4,169.72,2025-04-20,Online,Not Returned,25,Female,South,Lawyer,Bronze,Home,Kitchen,97.26,169.72,20,122,CAMP006,Print,0.3,4431
CUST0403,PROD074,1,663.94,2024-06-12,Offline,Returned,32,Other,North,Salesperson,Gold,Beauty,Haircare,359.04,663.94,5,70,CAMP006,Print,0.3,4431
CUST0358,PROD093,2,85.43,2025-01-19,Offline,Not Returned,54,Female,South,Artist,Bronze,Beauty,Skincare,69.22,85.43,15,162,CAMP009,Social Media,0.14,9369
CUST0939,PROD044,3,571.0,2025-03-28,Online,Returned,39,Female,East,Engineer,Bronze,Electronics,Cameras,318.85,571.0,15,193,CAMP017,TV,0.26,3221
CUST0967,PROD094,2,534.34,2024-02-18,Online,Returned,64,Female,West,Lawyer,Silver,Books,Comics,418.25,534.34,5,153,CAMP018,Email,0.13,6854
CUST0715,PROD051,2,644.99,2024-06-18,Online,Returned,43,Other,West,Lawyer,Silver,Electronics,Cameras,461.93,644.99,0,138,CAMP012,Radio,0.28,1905
CUST0354,PROD065,1,612.26,2024-08-02,Offline,Returned,55,Female,West,Doctor,Silver,Beauty,Skincare,478.42,612.26,5,107,CAMP016,Radio,0.11,9001
CUST0202,PROD013,1,411.78,2024-04-27,Offline,Not Returned,26,Female,North,Salesperson,Silver,Books,Comics,268.85,411.78,0,167,CAMP001,TV,0.22,4310
CUST0169,PROD077,4,190.18,2025-01-07,Online,Returned,48,Female,East,Engineer,Silver,Books,Non-Fiction,139.46,190.18,20,189,CAMP010,Email,0.09,6096
CUST0982,PROD002,4,431.54,2025-02-22,Offline,Returned,45,Other,West,Engineer,Silver,Beauty,Makeup,222.27,431.54,10,171,CAMP040,Email,0.11,1738
CUST0379,PROD041,4,351.46,2024-01-22,Offline,Returned,50,Other,East,Artist,Bronze,Books,Non-Fiction,195.31,351.46,20,183,CAMP018,Email,0.13,6854
CUST0939,PROD087,2,485.74,2025-04-30,Offline,Returned,39,Female,East,Engineer,Bronze,Beauty,Makeup,389.18,485.74,20,82,CAMP014,TV,0.23,3847
CUST0421,PROD041,1,351.46,2025-03-29,Offline,Not Returned,64,Female,South,Lawyer,Silver,Books,Non-Fiction,195.31,351.46,20,183,CAMP047,Print,0.23,724
CUST0994,PROD092,2,974.53,2025-03-14,Online,Not Returned,49,Other,South,Lawyer,Platinum,Home,Kitchen,490.72,974.53,20,15,CAMP045,Print,0.09,3248
CUST0066,PROD058,2,23.23,2024-10-15,Online,Returned,65,Female,West,Lawyer,Silver,Books,Comics,16.63,23.23,0,16,CAMP002,Radio,0.17,3223
CUST0476,PROD003,4,444.43,2024-11-30,Online,Not Returned,59,Other,South,Artist,Gold,Home,Kitchen,322.07,444.43,20,144,CAMP017,TV,0.26,3221
CUST0050,PROD055,4,407.11,2025-01-03,Online,Returned,35,Other,South,Lawyer,Platinum,Beauty,Skincare,324.95,407.11,15,94,CAMP026,Radio,0.21,3744
CUST0579,PROD008,4,348.19,2024-05-24,Offline,Not Returned,64,Other,East,Doctor,Silver,Beauty,Skincare,269.6,348.19,15,61,CAMP034,Email,0.1,8195
CUST0923,PROD027,3,702.71,2024-08-11,Offline,Returned,37,Male,West,Salesperson,Bronze,Beauty,Haircare,387.66,702.71,10,164,CAMP017,TV,0.26,3221
CUST0736,PROD057,3,570.59,2025-05-06,Offline,Not Returned,28,Male,East,Lawyer,Silver,Home,Kitchen,442.47,570.59,0,175,CAMP020,TV,0.2,1925
CUST0683,PROD097,4,469.33,2024-10-03,Offline,Not Returned,47,Other,East,Lawyer,Gold,Electronics,Cameras,236.26,469.33,0,120,CAMP008,Radio,0.08,9694
CUST0811,PROD093,2,85.43,2024-02-21,Online,Not Returned,67,Male,East,Salesperson,Silver,Beauty,Skincare,69.22,85.43,15,162,CAMP029,Social Media,0.23,2626
CUST0980,PROD031,4,579.34,2024-01-29,Offline,Returned,21,Female,East,Engineer,Bronze,Electronics,Cameras,462.43,579.34,20,72,CAMP040,Email,0.11,1738
CUST0803,PROD042,1,414.51,2024-11-28,Online,Returned,32,Other,North,Lawyer,Platinum,Home,Decor,213.43,414.51,5,46,CAMP010,Email,0.09,6096
CUST0430,PROD098,3,197.25,2025-01-29,Offline,Returned,19,Female,South,Teacher,Gold,Books,Comics,115.99,197.25,0,59,CAMP024,Email,0.05,8351
CUST0514,PROD048,4,367.73,2024-07-11,Online,Not Returned,52,Female,North,Salesperson,Platinum,Books,Fiction,247.04,367.73,20,124,CAMP012,Radio,0.28,1905
CUST0644,PROD078,2,258.77,2025-03-14,Online,Not Returned,32,Female,North,Teacher,Gold,Beauty,Makeup,167.41,258.77,20,179,CAMP010,Email,0.09,6096
CUST0383,PROD046,2,917.26,2024-07-05,Offline,Not Returned,69,Male,North,Salesperson,Platinum,Clothing,Jackets,489.42,917.26,10,188,CAMP023,Radio,0.09,4699
CUST0933,PROD009,2,616.24,2023-12-19,Online,Not Returned,59,Male,East,Engineer,Bronze,Books,Non-Fiction,340.86,616.24,5,161,CAMP040,Email,0.11,1738
CUST0352,PROD085,4,615.79,2024-08-26,Offline,Not Returned,36,Female,West,Teacher,Bronze,Beauty,Haircare,384.15,615.79,5,126,CAMP025,Print,0.03,8674
CUST0911,PROD044,2,571.0,2025-04-07,Online,Not Returned,47,Male,East,Salesperson,Platinum,Electronics,Cameras,318.85,571.0,15,193,CAMP017,TV,0.26,3221
CUST0971,PROD038,2,10.99,2024-12-29,Offline,Not Returned,37,Male,South,Artist,Bronze,Clothing,Shirts,8.08,10.99,0,14,CAMP040,Email,0.11,1738
CUST0792,PROD017,3,748.75,2023-11-25,Offline,Not Returned,63,Female,East,Teacher,Gold,Home,Decor,433.57,748.75,5,115,CAMP028,Email,0.14,2819
CUST0188,PROD055,1,407.11,2024-08-30,Online,Not Returned,52,Female,South,Lawyer,Silver,Beauty,Skincare,324.95,407.11,15,94,CAMP020,TV,0.2,1925
CUST0627,PROD088,1,351.57,2024-01-07,Offline,Not Returned,25,Female,North,Teacher,Bronze,Books,Comics,288.51,351.57,20,32,CAMP006,Print,0.3,4431
CUST0970,PROD046,4,917.26,2024-11-30,Online,Returned,40,Other,South,Engineer,Bronze,Clothing,Jackets,489.42,917.26,10,188,CAMP049,Email,0.24,8586
CUST0811,PROD099,3,434.26,2025-05-28,Online,Not Returned,67,Male,East,Salesperson,Silver,Clothing,Shirts,219.74,434.26,0,74,CAMP012,Radio,0.28,1905
CUST0002,PROD017,4,748.75,2025-04-08,Offline,Returned,39,Male,West,Artist,Gold,Home,Decor,433.57,748.75,5,115,CAMP038,Social Media,0.25,7042
CUST0079,PROD094,2,534.34,2024-03-10,Online,Returned,58,Other,West,Artist,Silver,Books,Comics,418.25,534.34,5,153,CAMP013,TV,0.09,7006
CUST0627,PROD064,3,875.84,2024-12-31,Online,Not Returned,25,Female,North,Teacher,Bronze,Beauty,Skincare,481.01,875.84,5,168,CAMP003,Radio,0.18,5134
CUST0664,PROD092,3,974.53,2023-08-05,Online,Not Returned,67,Female,East,Teacher,Gold,Home,Kitchen,490.72,974.53,20,15,CAMP023,Radio,0.09,4699
CUST0434,PROD050,1,51.51,2023-09-03,Online,Returned,59,Male,North,Lawyer,Silver,Clothing,Shirts,26.76,51.51,10,128,CAMP025,Print,0.03,8674
CUST0182,PROD095,2,434.05,2023-08-02,Online,Not Returned,40,Other,South,Artist,Bronze,Electronics,Laptops,313.72,434.05,15,152,CAMP046,Email,0.23,700
CUST0668,PROD029,3,837.01,2023-10-07,Online,Returned,19,Female,West,Engineer,Platinum,Home,Kitchen,468.43,837.01,20,90,CAMP045,Print,0.09,3248
CUST0380,PROD088,4,351.57,2023-10-21,Online,Not Returned,37,Male,South,Lawyer,Gold,Books,Comics,288.51,351.57,20,32,CAMP023,Radio,0.09,4699
CUST0232,PROD003,1,444.43,2024-10-09,Online,Not Returned,34,Other,North,Lawyer,Bronze,Home,Kitchen,322.07,444.43,20,144,CAMP006,Print,0.3,4431
CUST0543,PROD049,3,658.16,2024-05-29,Online,Returned,42,Female,North,Teacher,Silver,Electronics,Laptops,329.32,658.16,20,182,CAMP023,Radio,0.09,4699
CUST0876,PROD084,1,192.46,2024-06-23,Offline,Returned,20,Male,North,Lawyer,Silver,Clothing,Jackets,138.14,192.46,15,49,CAMP002,Radio,0.17,3223
CUST0768,PROD046,2,917.26,2024-02-11,Offline,Returned,56,Other,West,Engineer,Gold,Clothing,Jackets,489.42,917.26,10,188,CAMP010,Email,0.09,6096
CUST0359,PROD020,1,451.18,2023-10-25,Offline,Returned,68,Male,West,Teacher,Silver,Beauty,Skincare,270.78,451.18,20,88,CAMP014,TV,0.23,3847
CUST0374,PROD057,3,570.59,2025-03-03,Offline,Returned,60,Female,South,Doctor,Platinum,Home,Kitchen,442.47,570.59,0,175,CAMP002,Radio,0.17,3223
CUST0197,PROD087,4,485.74,2024-06-20,Offline,Not Returned,50,Other,North,Doctor,Platinum,Beauty,Makeup,389.18,485.74,20,82,CAMP046,Email,0.23,700
CUST0232,PROD093,2,85.43,2024-02-08,Offline,Not Returned,34,Other,North,Lawyer,Bronze,Beauty,Skincare,69.22,85.43,15,162,CAMP048,TV,0.13,6770
CUST0825,PROD095,2,434.05,2024-05-23,Offline,Returned,26,Male,East,Doctor,Gold,Electronics,Laptops,313.72,434.05,15,152,CAMP027,Social Media,0.26,359
CUST0112,PROD090,4,704.66,2024-07-06,Online,Not Returned,43,Other,East,Artist,Platinum,Clothing,Jackets,419.44,704.66,15,112,CAMP016,Radio,0.11,9001
CUST0642,PROD095,4,434.05,2025-04-13,Online,Not Returned,33,Female,North,Artist,Gold,Electronics,Laptops,313.72,434.05,15,152,CAMP006,Print,0.3,4431
CUST0329,PROD028,4,615.27,2025-02-16,Online,Returned,32,Female,East,Doctor,Bronze,Beauty,Haircare,367.56,615.27,20,29,CAMP043,Print,0.2,7690
CUST0445,PROD069,1,586.76,2023-07-08,Online,Returned,26,Female,South,Teacher,Silver,Electronics,Laptops,368.7,586.76,15,35,CAMP018,Email,0.13,6854
CUST0087,PROD008,3,348.19,2024-06-27,Online,Not Returned,20,Female,East,Engineer,Bronze,Beauty,Skincare,269.6,348.19,15,61,CAMP045,Print,0.09,3248
CUST0189,PROD027,1,702.71,2024-04-21,Online,Returned,32,Female,North,Engineer,Platinum,Beauty,Haircare,387.66,702.71,10,164,CAMP014,TV,0.23,3847
CUST0415,PROD037,2,406.67,2024-03-29,Offline,Returned,35,Male,North,Teacher,Silver,Electronics,Phones,322.86,406.67,0,127,CAMP048,TV,0.13,6770
CUST0998,PROD036,3,497.78,2023-06-25,Online,Returned,22,Male,South,Artist,Bronze,Clothing,Shirts,390.67,497.78,20,118,CAMP047,Print,0.23,724
CUST0488,PROD099,4,434.26,2023-08-15,Online,Returned,19,Female,North,Artist,Bronze,Clothing,Shirts,219.74,434.26,0,74,CAMP048,TV,0.13,6770
CUST0738,PROD081,3,577.8,2025-04-12,Online,Returned,50,Male,East,Artist,Bronze,Clothing,Pants,449.24,577.8,15,136,CAMP048,TV,0.13,6770
CUST0727,PROD031,4,579.34,2024-08-09,Online,Not Returned,42,Female,West,Lawyer,Gold,Electronics,Cameras,462.43,579.34,20,72,CAMP038,Social Media,0.25,7042
CUST0710,PROD027,4,702.71,2023-12-04,Offline,Not Returned,22,Male,South,Teacher,Bronze,Beauty,Haircare,387.66,702.71,10,164,CAMP026,Radio,0.21,3744
CUST0252,PROD055,2,407.11,2024-07-21,Offline,Not Returned,30,Other,South,Salesperson,Gold,Beauty,Skincare,324.95,407.11,15,94,CAMP012,Radio,0.28,1905
CUST0215,PROD096,2,22.76,2025-05-12,Online,Not Returned,47,Male,East,Lawyer,Gold,Home,Furniture,16.19,22.76,5,15,CAMP046,Email,0.23,700
CUST0211,PROD071,2,579.47,2023-06-28,Offline,Returned,62,Male,North,Doctor,Platinum,Electronics,Laptops,347.99,579.47,5,191,CAMP045,Print,0.09,3248
CUST0834,PROD066,1,158.94,2024-10-10,Online,Returned,50,Female,East,Engineer,Silver,Clothing,Jackets,128.09,158.94,10,191,CAMP046,Email,0.23,700
CUST0523,PROD025,3,101.3,2024-03-29,Online,Not Returned,49,Male,East,Doctor,Platinum,Books,Fiction,65.6,101.3,15,153,CAMP025,Print,0.03,8674
CUST0314,PROD066,1,158.94,2024-07-08,Offline,Not Returned,62,Female,South,Salesperson,Gold,Clothing,Jackets,128.09,158.94,10,191,CAMP021,Radio,0.12,1050
CUST0509,PROD068,1,388.11,2025-04-18,Online,Not Returned,55,Male,West,Teacher,Bronze,Home,Decor,207.88,388.11,5,11,CAMP035,Radio,0.09,5354
CUST0643,PROD008,1,348.19,2025-01-17,Offline,Not Returned,63,Male,South,Salesperson,Platinum,Beauty,Skincare,269.6,348.19,15,61,CAMP015,Email,0.09,919
CUST0721,PROD006,1,714.55,2024-06-04,Online,Not Returned,43,Male,East,Artist,Bronze,Beauty,Skincare,369.85,714.55,0,159,CAMP036,Email,0.16,7271
CUST0186,PROD001,4,151.0,2024-09-17,Offline,Not Returned,60,Other,North,Doctor,Silver,Beauty,Haircare,90.4,151.0,15,130,CAMP032,Social Media,0.05,1064
CUST0204,PROD024,4,426.37,2024-11-17,Offline,Returned,48,Female,West,Salesperson,Gold,Beauty,Skincare,282.65,426.37,20,69,CAMP048,TV,0.13,6770
CUST0860,PROD079,2,429.38,2024-12-27,Offline,Not Returned,48,Female,North,Salesperson,Platinum,Home,Furniture,255.82,429.38,5,54,CAMP011,Social Media,0.28,538
CUST0904,PROD015,1,138.05,2025-01-19,Online,Returned,43,Other,East,Artist,Silver,Electronics,Cameras,109.31,138.05,15,48,CAMP050,Social Media,0.1,7198
CUST0787,PROD023,4,174.72,2025-02-17,Online,Returned,57,Other,North,Doctor,Bronze,Clothing,Pants,99.29,174.72,0,14,CAMP040,Email,0.11,1738
CUST0895,PROD019,3,108.07,2023-12-04,Offline,Returned,56,Other,South,Engineer,Platinum,Home,Decor,81.69,108.07,10,170,CAMP013,TV,0.09,7006
CUST0405,PROD064,1,875.84,2024-05-31,Online,Returned,29,Male,East,Lawyer,Gold,Beauty,Skincare,481.01,875.84,5,168,CAMP027,Social Media,0.26,359
CUST0132,PROD035,1,721.63,2023-12-23,Online,Not Returned,36,Other,North,Artist,Silver,Electronics,Laptops,446.77,721.63,20,139,CAMP039,Print,0.18,4569
CUST0529,PROD081,1,577.8,2024-03-03,Offline,Returned,36,Female,East,Salesperson,Bronze,Clothing,Pants,449.24,577.8,15,136,CAMP026,Radio,0.21,3744
CUST0226,PROD062,2,621.93,2024-10-30,Online,Returned,61,Other,South,Engineer,Bronze,Home,Kitchen,393.31,621.93,20,121,CAMP029,Social Media,0.23,2626
CUST0160,PROD047,3,169.72,2024-01-23,Offline,Returned,65,Male,West,Artist,Bronze,Home,Kitchen,97.26,169.72,20,122,CAMP028,Email,0.14,2819
